feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,intervention_0,intervention_1,intervention_2,intervention_3,real_pred_inter0,real_pred_inter1,real_pred_inter2,real_pred_inter3,target
20.4,10.8,-0.2,-0.2,3.1,1.7,2.0,-0.2,14.5,22.7,0.5,7.7,5.3,8.5,9.7,4.1,5.8,-3.0,-0.7,2.6,0.0,0.0,1.0,0.0,0.5101852486399966,0.5,0.5,0.5,1
5.5,5.0,-1.0,2.4,3.0,1.1,1.7,0.8,5.6,3.6,1.5,1.2,2.4,2.6,-8.0,0.8,-3.0,5.7,1.4,-10.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
-0.6,-0.4,-0.4,0.5,1.3,1.6,-0.4,0.8,1.7,-0.2,1.4,1.3,0.6,0.7,3.5,8.3,-1.9,-0.0,2.1,-3.1,1.0,0.0,0.0,0.0,0.2843263121189744,0.4665904385708312,0.39872697463293094,0.28317412930262215,0
13.9,9.0,-1.3,0.3,0.1,0.3,2.0,-0.1,10.4,7.2,1.3,9.3,-2.0,1.8,-1.0,-0.2,3.0,1.8,5.2,-1.9,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0
1.8,1.7,14.2,3.8,2.7,30.1,11.2,13.2,0.9,5.0,1.7,15.5,2.0,3.3,-0.8,8.4,1.6,-3.7,-2.0,1.7,0.0,0.0,1.0,0.0,0.41985093459028083,0.4654015390733541,0.4421884941851998,0.5432417969634881,0
6.3,4.0,0.9,1.7,6.2,-1.3,0.9,3.4,5.1,9.4,1.1,2.8,6.3,3.4,1.1,-3.0,-1.1,-1.2,0.6,0.4,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
2.2,4.3,2.3,-0.2,4.3,7.6,1.2,5.9,0.4,5.1,1.0,3.2,6.5,5.3,-1.6,-1.3,1.8,-3.2,-0.5,3.2,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
32.9,37.6,5.1,7.5,10.7,3.9,1.2,15.8,37.4,36.3,13.8,22.4,17.2,16.9,-3.9,-5.1,-1.6,-1.9,-3.4,-7.2,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
82.0,93.5,1.8,1.9,-1.1,0.8,-1.1,28.7,64.6,15.2,26.2,25.8,14.9,10.9,0.5,-4.8,-3.0,-1.1,-4.5,-4.9,0.0,0.0,1.0,0.0,0.5,0.5050427593234602,0.5,0.5,0
4.7,5.5,2.2,-0.6,5.0,-0.1,-0.4,2.9,6.2,7.3,1.1,0.7,7.9,3.9,-5.9,5.2,7.5,0.5,-4.4,-0.4,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
5.7,3.4,0.8,1.4,4.7,8.2,0.0,2.9,-0.5,3.6,0.4,1.1,6.0,3.7,4.3,-3.0,3.7,-4.1,-0.1,-5.4,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
29.0,35.4,10.0,3.2,5.6,16.9,6.1,31.8,16.0,15.3,15.6,28.5,11.7,12.0,-0.9,12.6,1.2,3.4,2.4,-2.1,0.0,1.0,0.0,0.0,0.5059539695197467,0.049519426680499176,0.7993664893915902,0.797673671308536,0
0.1,0.7,8.3,-1.1,14.3,3.5,-0.3,0.7,0.3,1.7,1.2,19.0,16.4,3.8,1.2,-0.5,-3.0,-5.0,-1.3,4.0,0.0,0.0,1.0,0.0,0.2930877380937222,0.5,0.9827660389246131,0.0030518970094292348,1
4.5,4.8,2.8,1.5,2.5,1.5,-1.6,-0.2,3.8,8.5,1.8,3.4,3.2,5.2,1.1,2.6,6.7,12.4,-4.2,5.6,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
-0.8,-0.1,0.5,1.0,3.0,3.1,-0.4,0.6,1.5,2.5,0.4,0.7,3.6,2.5,-3.7,-0.2,-1.8,5.0,0.1,-6.8,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.40412355304868675,0
12.0,4.9,-0.1,-3.1,0.2,10.9,4.4,0.5,-0.5,1.4,1.6,1.1,1.8,5.8,3.0,-6.0,3.1,-3.4,-0.2,-5.2,0.0,1.0,0.0,0.0,0.5,0.7753784480122532,0.9723216749840916,0.6007839452006576,1
-1.6,1.1,2.1,1.1,1.2,8.0,0.5,0.3,-0.5,6.4,0.8,6.0,-0.3,1.1,-4.3,-6.6,1.6,6.4,1.7,-5.4,0.0,0.0,1.0,0.0,0.07265974388601978,0.9488621451630568,0.34412164178290977,0.046509033543191816,0
16.5,14.6,-0.3,3.3,5.9,0.4,-0.1,4.4,14.8,18.3,4.2,5.4,7.2,8.6,4.0,1.7,0.7,0.3,-2.2,3.6,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
-0.9,1.3,-1.1,0.9,1.4,2.7,-1.4,-0.9,0.8,0.2,0.9,-0.8,-0.3,0.1,-0.9,1.2,-0.3,-0.7,-7.4,-6.1,1.0,0.0,0.0,0.0,0.4329854286898315,0.5,0.5,0.35236624573273173,0
1.7,-2.3,0.3,0.7,1.7,0.8,0.9,-1.8,1.4,1.4,1.8,-0.0,0.4,3.4,-2.5,-4.3,3.0,3.1,-1.9,-4.1,0.0,1.0,0.0,0.0,0.5,0.6960036437980566,0.5,0.731535529775893,1
80.6,79.8,5.1,11.6,40.5,34.9,2.3,27.2,42.1,90.1,13.3,36.8,62.4,64.5,0.3,-1.7,3.7,4.8,1.1,-2.1,0.0,0.0,1.0,0.0,0.07492779645992896,0.4321561794749064,0.20555871015674929,0.9768918217595149,0
7.3,8.0,1.5,1.1,3.9,1.7,0.9,3.5,6.6,6.2,3.9,3.6,4.6,4.2,3.8,-5.3,2.6,-4.1,2.6,2.4,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
-1.6,1.0,1.3,-0.5,4.9,4.2,1.2,-1.2,-0.4,3.7,0.0,-0.5,4.4,2.6,-3.3,-1.4,-6.7,8.8,1.9,0.7,1.0,0.0,0.0,0.0,0.3905223939267907,0.5,0.617726904040431,0.20206337559702864,0
3.4,6.3,9.1,0.7,-0.9,9.2,4.9,11.2,3.1,4.0,6.5,21.7,1.0,0.9,-4.9,-1.0,-0.1,7.4,-2.3,-0.7,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
5.5,2.1,3.5,1.9,7.8,10.2,17.3,3.4,-0.0,2.2,0.3,21.0,14.0,-0.5,-2.4,6.4,-0.6,-4.8,2.3,-8.1,0.0,0.0,1.0,0.0,0.02743595368051267,0.9327787649042149,0.99574597687163,0.00014183382165421963,1
14.8,15.2,1.6,1.8,3.8,1.1,-0.1,4.6,14.3,12.4,5.4,6.3,7.9,6.9,-3.0,-5.6,3.5,-0.6,-1.4,-3.3,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
5.7,7.0,2.7,0.4,9.3,13.9,4.9,6.7,2.5,9.6,1.2,5.0,10.3,8.5,0.1,7.2,-2.6,2.4,-8.7,-1.3,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
25.5,30.2,31.1,10.9,6.7,38.1,14.9,41.3,26.5,41.0,20.1,70.4,5.5,10.9,0.8,5.3,-2.3,-0.5,2.5,-7.2,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
0.4,1.5,5.5,4.8,0.1,-1.4,3.0,2.4,10.0,3.5,6.5,14.8,3.5,-0.1,-4.0,-0.9,-2.4,6.5,5.2,3.7,0.0,0.0,1.0,0.0,0.04736810674338852,0.6595981722850723,0.19134735378556522,0.030571797092781176,0
8.8,8.7,0.9,1.2,1.9,0.5,1.1,2.8,8.0,6.5,4.5,2.8,5.7,5.2,-3.3,-0.3,-4.0,-5.8,0.3,0.2,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.8,2.8,1.9,0.9,6.2,11.5,2.4,3.0,0.3,4.1,0.6,2.1,8.1,5.8,0.4,-2.9,1.8,2.2,-3.4,5.1,1.0,0.0,0.0,0.0,0.4796004239765952,0.5,0.5,0.46231826171524154,0
1.7,2.2,-2.9,1.2,-0.6,0.9,-1.7,0.8,5.9,-0.0,1.5,4.0,0.7,-0.4,-4.1,0.5,3.2,-3.4,7.5,0.2,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5562714194803275,1
8.5,8.5,18.8,4.6,0.9,24.1,5.6,15.5,5.4,10.3,7.1,39.3,0.4,1.8,2.3,4.3,-4.8,-5.2,-2.1,-0.6,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0
10.5,10.0,-1.1,0.7,3.6,2.0,-0.3,3.9,8.4,9.4,3.0,0.4,6.9,4.3,0.6,-5.3,-0.9,5.1,0.0,-2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
-0.1,0.0,0.1,0.8,2.8,0.9,1.9,0.0,0.3,3.1,-0.6,0.8,1.6,-1.4,0.8,0.9,3.0,6.5,-4.6,-2.5,1.0,0.0,0.0,0.0,0.41201785924806095,0.5,0.5,0.3615978357277754,0
21.8,27.5,8.1,13.3,27.9,12.6,13.3,25.8,24.1,47.8,11.9,21.1,31.1,27.4,11.8,0.3,-6.2,-1.1,-1.4,-6.4,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
3.4,16.0,38.7,15.3,21.3,59.3,50.4,61.9,1.8,25.9,15.1,39.0,16.0,19.1,2.1,-1.2,-0.2,-3.6,-2.7,-3.5,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
3.4,5.5,-0.4,-0.8,0.1,-2.0,-0.1,0.8,3.1,3.7,-0.2,-0.6,3.3,0.9,-5.0,-10.5,3.6,2.0,2.5,4.6,0.0,0.0,0.0,1.0,0.5084251457893444,0.5,0.5,0.5,0
9.8,7.5,2.2,0.1,10.0,18.4,1.2,7.6,1.4,11.8,-0.9,6.5,10.2,12.1,1.9,-4.2,3.0,-4.4,1.5,7.6,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
0.3,0.6,0.1,-0.6,5.8,6.2,4.1,2.2,1.7,-0.6,-0.3,-0.5,5.7,2.7,0.9,-1.5,-4.6,2.2,-1.7,1.6,0.0,1.0,0.0,0.0,0.5321100266453163,0.35903177213647547,0.2877953328289203,0.8445865554785879,0
33.6,26.1,30.8,23.9,44.3,100.8,13.4,28.3,22.1,122.2,8.8,86.3,25.5,51.9,-5.9,1.0,1.9,6.0,-6.6,-1.9,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
3.0,-0.0,-0.8,0.4,0.9,-0.6,1.1,1.2,0.3,4.2,0.3,0.9,1.0,1.4,1.3,-1.0,-0.2,-0.7,-4.4,-7.1,0.0,0.0,0.0,1.0,0.5156989165806583,0.5,0.5,0.5,0
1.9,4.0,3.2,0.8,6.8,11.2,4.1,4.2,0.1,6.2,0.4,1.8,7.7,7.3,3.7,-0.9,-4.8,-0.6,-1.0,-1.1,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
0.3,2.4,1.0,-0.3,0.5,1.2,1.8,4.3,-0.6,-0.2,2.1,0.5,0.2,1.4,-0.9,-4.6,0.5,2.4,-3.6,-1.9,0.0,1.0,0.0,0.0,0.5,0.5838282729974198,0.5,0.4181385445097594,1
1.6,0.7,7.5,2.1,2.1,8.3,8.4,3.7,-0.4,0.9,1.3,4.8,0.5,0.3,1.1,2.5,0.5,-1.3,-6.9,-4.7,0.0,0.0,1.0,0.0,0.3455643470012159,0.5368744888926268,0.16831230259022673,0.48440990162449393,0
8.8,9.4,0.8,2.2,3.0,-0.4,-0.5,0.7,10.2,9.0,2.5,4.6,5.5,5.4,-0.0,1.8,5.3,3.5,-7.1,-1.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.8,4.6,1.8,1.2,9.1,8.6,4.8,7.5,1.9,5.9,3.0,6.2,6.7,7.0,0.3,6.3,-0.7,-1.1,-6.5,-0.1,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
1.6,-0.3,6.2,0.8,2.5,16.1,7.2,6.2,2.7,1.4,-0.5,2.8,0.5,-0.1,-0.6,4.9,-0.7,-0.4,-4.3,4.8,0.0,1.0,0.0,0.0,0.678884365734953,0.4368189819839684,0.3782886879172391,0.7837856652239078,0
94.3,63.1,7.2,0.3,1.6,1.0,27.5,-1.5,49.7,19.9,3.8,6.7,13.7,13.6,4.8,-2.5,-0.2,1.1,-6.3,3.9,0.0,0.0,1.0,0.0,0.6873409729536475,0.5,0.5,0.5,0
9.2,12.6,0.6,4.6,9.6,4.4,0.8,7.2,10.3,18.0,3.9,4.6,13.2,10.2,-0.1,-3.5,-2.6,7.4,3.4,-1.9,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
2.0,0.6,0.6,2.0,5.1,13.2,1.1,3.3,1.6,3.6,1.4,-2.0,5.7,5.3,7.1,-2.3,9.1,2.7,4.9,-0.9,1.0,0.0,0.0,0.0,0.3880831681531401,0.5,0.5,0.4496703380095486,0
10.8,16.0,1.8,2.9,10.0,21.6,6.8,15.9,0.1,7.4,2.0,3.1,17.8,16.1,-0.8,-4.3,-1.5,-3.4,-0.6,4.2,0.0,1.0,0.0,0.0,0.7028827777438492,0.061114826136531714,0.7465148076098533,0.9920779473997173,0
57.1,80.9,24.2,24.6,40.0,38.2,28.3,68.3,60.0,90.4,39.9,68.0,48.3,50.2,-5.2,3.0,-2.3,-0.5,1.9,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
0.5,3.7,-2.3,0.6,0.1,0.5,2.6,1.4,3.7,0.8,1.1,-1.2,4.5,1.1,-1.7,0.4,-7.8,-8.4,1.7,1.1,0.0,0.0,0.0,1.0,0.5369169611008152,0.5,0.5,0.5,0
1.5,-1.4,1.7,-0.6,4.3,2.9,1.3,1.0,-0.0,0.2,0.7,-1.3,4.2,2.1,1.7,-6.8,-0.3,0.0,-5.3,-0.3,1.0,0.0,0.0,0.0,0.38351828081138384,0.5,0.7162121521633423,0.12817814847334594,0
6.2,6.3,8.7,3.1,6.3,22.2,4.6,9.8,3.0,18.7,2.4,19.3,4.8,9.3,-0.7,0.1,-7.5,2.6,5.6,2.8,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0
10.0,38.0,98.2,30.2,7.6,61.4,82.5,125.7,35.8,36.6,61.0,135.0,1.9,8.0,-2.1,0.5,-4.3,-5.5,-1.6,-1.5,0.0,0.0,1.0,0.0,0.12897298548776343,0.012400084915333193,0.1681523899628141,0.10362946899611557,0
6.9,10.4,0.9,3.2,1.9,1.7,-0.3,4.1,11.9,10.3,6.2,3.9,3.2,3.9,-4.6,-1.6,0.7,4.8,3.6,1.7,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.5,1.9,1.7,0.4,9.4,8.0,5.7,6.3,2.8,3.8,0.3,-0.7,10.6,6.9,0.6,4.9,-1.7,6.9,3.4,-2.7,1.0,0.0,0.0,0.0,0.3986436531080588,0.5,0.5,0.19269175925984794,0
40.3,59.7,12.7,5.4,8.8,20.9,12.5,47.8,26.0,26.8,19.2,35.1,21.5,21.3,3.6,-0.6,-3.8,3.6,-7.9,0.9,0.0,1.0,0.0,0.0,0.5243913330571742,0.02215989330715214,0.7129246682884163,0.9289739772538745,0
47.6,36.8,11.6,2.2,-0.8,30.8,1.3,15.4,26.8,29.6,10.2,59.3,0.6,11.0,-2.0,2.0,-1.5,-0.2,-0.7,5.4,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0
8.7,14.2,1.3,3.9,5.6,-0.5,0.1,3.7,11.3,9.9,5.2,5.8,7.7,7.0,-1.7,3.1,-5.3,-1.9,-0.9,3.1,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
8.6,11.2,2.4,2.6,13.8,20.3,6.5,10.2,3.2,16.7,2.9,7.6,17.4,15.5,-1.4,1.8,-8.5,0.6,2.8,0.4,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
5.3,7.8,-0.7,1.7,1.4,0.5,0.1,1.6,2.7,1.0,1.9,0.1,-0.6,-0.7,8.2,1.5,3.0,-2.7,1.7,-2.5,0.0,1.0,0.0,0.0,0.5516055840229934,0.4496410555835714,0.8832441855705696,0.68259488768789,0
19.5,15.6,-0.5,0.1,1.0,-0.1,1.7,3.0,13.7,7.6,3.0,9.1,2.8,4.4,4.9,-4.3,4.5,1.5,-0.3,-0.1,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0
7.3,9.2,0.8,2.7,7.4,0.5,1.2,3.4,7.5,13.1,2.0,5.0,8.8,6.5,4.8,-3.4,-1.1,6.4,1.3,-3.8,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.9,1.7,-1.6,1.1,2.5,3.3,1.4,2.7,0.0,1.2,0.5,-1.8,5.2,4.4,-2.5,-3.3,-3.1,-2.5,7.7,-1.2,1.0,0.0,0.0,0.0,0.4005889928869569,0.5,0.5,0.4175978785104184,0
24.4,42.5,31.5,34.7,38.6,21.8,37.6,54.5,63.5,97.0,42.6,68.9,27.5,31.5,-0.3,-1.1,-5.6,2.6,-4.9,4.8,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
33.0,28.4,-0.3,3.5,14.2,1.8,-1.1,2.1,16.8,26.6,3.1,2.4,29.3,21.6,9.1,-4.4,-3.8,0.6,1.2,-2.9,0.0,0.0,1.0,0.0,0.2680176080936761,0.44591470845606845,0.27859837870617343,0.9615495534258064,0
1.9,2.3,0.2,1.9,2.4,0.7,-0.4,0.5,4.1,4.8,3.6,0.6,1.6,2.8,2.0,0.7,-6.9,2.6,-2.6,-3.7,0.0,0.0,0.0,1.0,0.5151634729518301,0.5,0.5,0.5,0
-0.9,1.1,0.9,1.1,2.1,5.1,0.8,1.4,0.3,1.6,2.3,-1.3,2.4,2.9,1.0,4.3,-3.2,2.6,-0.6,-0.2,1.0,0.0,0.0,0.0,0.37039775386367635,0.5,0.513678088449991,0.3173580757496709,0
0.7,0.9,3.2,0.2,0.3,5.4,-0.7,-0.6,1.3,1.3,0.2,2.7,0.6,0.7,-1.9,-0.9,6.6,-0.2,-2.3,-4.1,0.0,1.0,0.0,0.0,0.6760317834332866,0.5,0.7806541791455534,0.24167212718793243,0
20.0,18.3,1.3,3.3,4.3,0.4,-1.3,5.0,27.4,22.1,8.9,18.1,3.2,5.6,4.2,4.3,-2.8,-0.5,3.6,-2.4,0.0,0.0,1.0,0.0,0.035714139686163666,0.6628173062403259,0.3210840844113703,0.08543483838726205,0
5.0,2.7,0.6,0.2,-0.6,1.6,-1.8,-0.6,4.0,2.9,-0.5,0.9,2.9,2.7,4.4,5.5,-8.3,4.6,-3.9,-6.6,0.0,0.0,0.0,1.0,0.5122653451673891,0.5,0.5,0.5,0
1.5,3.4,-0.3,0.5,1.6,6.2,1.9,3.0,0.7,4.2,-0.6,1.5,4.2,4.0,4.1,-2.5,-2.9,2.2,5.3,-0.9,1.0,0.0,0.0,0.0,0.4594990776103079,0.5,0.5,0.4721909442943711,0
0.2,-0.1,20.0,8.8,9.3,29.1,20.9,9.4,0.7,14.0,0.2,19.3,-0.1,2.0,-8.2,-0.1,0.6,-5.2,-0.8,-1.4,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0
45.6,79.7,34.7,19.3,37.6,54.4,45.5,93.2,38.6,63.2,36.9,61.1,51.2,46.7,-2.1,2.1,2.8,5.6,3.6,1.9,0.0,0.0,1.0,0.0,0.4232708618112188,0.010991757536218096,0.11430561306493782,0.9925181738932723,0
2.9,2.9,-0.1,0.4,1.3,2.1,-0.9,3.3,4.4,3.0,0.8,2.2,2.8,1.1,1.0,-2.2,-2.4,-6.1,-2.3,5.3,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
3.8,2.9,0.0,0.6,0.6,3.4,0.3,0.1,5.0,-0.6,-0.7,1.6,-1.9,-0.7,4.8,-2.9,-0.2,-0.8,-2.7,-0.8,1.0,0.0,0.0,0.0,0.30243913657790056,0.4400186967966773,0.7669001333577264,0.10709734832119926,0
72.4,69.7,11.1,11.0,12.5,29.1,2.0,30.6,49.4,62.1,18.2,60.0,22.5,32.5,0.6,10.2,-2.1,-9.5,5.3,-8.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
28.3,20.2,5.2,6.7,18.9,8.1,22.3,1.1,7.9,5.4,0.1,-0.4,3.1,0.7,7.2,4.4,-0.6,1.4,2.8,4.9,0.0,0.0,1.0,0.0,0.1926489184594445,0.8994384889361203,0.04345249927235114,0.5,0
13.3,14.8,2.0,1.9,4.8,2.3,1.9,6.0,12.1,16.8,5.8,7.7,10.3,8.7,2.9,0.4,-2.2,4.5,3.0,-1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.6,4.5,1.0,-1.0,3.7,3.9,0.4,2.0,0.4,3.7,-0.3,1.0,4.6,4.1,-3.3,2.1,0.8,-5.2,-2.7,-1.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
13.7,5.6,0.2,0.4,0.8,0.7,7.1,0.3,8.7,3.9,-1.3,4.1,-0.6,1.9,-3.5,4.4,-3.0,-6.1,0.8,-1.7,0.0,1.0,0.0,0.0,0.5191523236993142,0.5,0.5,0.5,0
20.1,20.3,-1.6,0.7,7.9,7.2,-0.4,2.4,30.9,2.8,14.4,16.9,1.8,0.7,-6.3,-2.3,-4.7,-6.1,-3.9,2.5,0.0,0.0,1.0,0.0,0.17307283202698676,0.32867695924916146,0.9685722711269562,0.005586301775267079,1
8.7,11.1,0.4,0.8,3.9,1.9,-0.9,0.7,9.1,7.8,2.5,2.9,6.2,5.0,-2.4,5.2,4.8,0.8,-0.1,4.7,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
2.3,2.4,-0.9,-0.6,1.2,2.2,-0.7,1.2,-0.3,2.1,-0.8,-1.0,1.7,3.8,-6.4,9.7,-4.2,2.4,-6.0,-1.5,1.0,0.0,0.0,0.0,0.43758496221819676,0.5,0.5,0.5,0
-0.2,-0.5,4.0,0.5,7.8,30.6,8.8,7.3,6.2,0.9,2.2,-0.6,7.0,4.3,-1.7,-3.6,0.4,0.5,-5.7,-6.9,0.0,1.0,0.0,0.0,0.6857917000309773,0.2806281735042609,0.4486014619678045,0.9260048640867249,0
43.5,59.2,26.3,25.5,52.7,59.3,32.2,61.6,36.1,98.6,24.6,61.0,52.9,58.6,-1.0,2.3,6.6,-6.2,-1.4,-5.8,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
5.9,4.4,1.7,0.2,1.4,0.2,1.8,0.4,2.9,1.9,-0.1,-0.4,2.6,1.2,-5.1,1.5,1.5,7.3,6.5,-3.3,0.0,0.0,0.0,1.0,0.60740037972288,0.5,0.5,0.5,0
2.3,0.5,0.5,-0.6,5.0,4.5,1.4,2.0,0.5,3.5,1.0,1.9,4.6,5.0,-4.3,0.1,-2.5,-5.0,-1.6,-4.6,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
60.8,83.1,37.5,30.0,70.0,94.2,41.7,87.5,41.3,120.6,30.3,83.6,74.8,79.1,-1.3,6.4,0.9,0.7,7.7,4.1,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
0.5,2.1,26.3,8.1,1.4,17.3,18.2,19.1,2.5,5.5,9.3,33.7,-0.1,0.4,-12.5,-1.7,3.1,5.9,2.2,5.7,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5033839696378091,1
6.6,7.8,0.1,0.3,0.9,-0.1,2.3,4.6,6.1,5.7,3.5,4.3,4.7,3.2,-5.1,-3.5,-1.7,2.9,-2.5,-4.7,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
1.7,2.4,0.7,0.0,2.9,10.1,0.8,4.2,-0.9,2.8,-0.7,1.2,3.4,3.6,-1.7,-7.4,5.0,0.7,-3.4,2.7,1.0,0.0,0.0,0.0,0.4012740310734558,0.5,0.5,0.4446566299519345,0
0.5,0.6,-1.2,1.8,13.4,4.7,0.1,1.3,3.1,17.3,0.2,-0.6,7.2,9.7,1.8,4.4,-11.3,2.4,-0.4,-2.8,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0
39.7,15.6,1.0,0.5,2.0,3.2,19.1,0.3,13.8,6.9,1.1,17.3,1.8,2.2,-4.5,0.5,-0.9,1.4,-6.5,0.0,0.0,0.0,1.0,0.0,0.5,0.423535150267447,0.5,0.5,0
7.4,10.7,3.0,2.8,4.7,1.5,-0.4,5.2,8.1,12.5,3.9,6.8,6.6,6.7,-1.0,-4.5,-8.3,4.7,-2.2,3.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
6.0,5.9,1.1,0.5,4.9,3.7,0.5,3.2,1.9,6.0,-0.2,1.7,8.4,5.5,0.0,0.2,8.3,3.4,1.7,-0.8,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1
29.2,31.5,5.2,6.6,-0.9,1.9,-0.0,11.9,48.0,24.6,21.1,33.2,2.1,4.8,3.9,3.1,-1.5,-4.8,3.9,2.9,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
44.7,47.5,11.1,9.0,56.9,84.4,14.2,35.7,9.6,76.4,5.3,29.4,70.2,70.9,-4.6,5.2,-2.6,-0.3,-0.2,-6.4,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
9.4,7.5,-0.0,1.1,1.5,0.2,-0.2,2.2,7.8,8.5,2.7,2.7,4.9,2.5,-4.7,2.9,-0.1,1.1,1.1,10.2,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0
0.4,1.8,4.5,1.7,7.0,12.3,5.9,4.3,-1.0,4.3,0.0,0.9,6.6,6.0,1.4,-3.2,-7.0,-6.3,3.7,3.5,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.3502405207260312,0
31.7,33.0,6.1,7.1,4.0,8.9,2.3,16.6,32.0,31.5,12.1,33.5,7.7,11.0,3.7,-0.5,7.1,-0.1,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,1
1.0,1.4,-0.3,2.7,17.7,9.1,2.3,0.3,1.7,8.8,1.2,0.4,9.8,9.3,5.8,-1.0,4.0,2.7,-0.1,-2.1,0.0,0.0,1.0,0.0,0.3917775470032411,0.8750986164686119,0.07387974421385397,0.8787895379733099,0
2.9,1.9,1.3,-0.3,-0.1,-1.5,-0.8,0.5,3.1,2.9,0.6,0.1,0.1,2.6,-1.9,7.6,-3.2,-7.4,-1.4,2.3,0.0,0.0,0.0,1.0,0.5005007218795994,0.5,0.5,0.5,1
1.0,4.0,0.1,-0.8,1.1,4.3,3.0,3.8,3.0,2.9,1.6,2.8,3.6,3.5,-1.5,5.0,-4.5,-2.6,5.4,-2.3,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0
21.0,33.2,13.4,6.3,14.6,36.5,14.6,41.0,6.4,17.8,10.9,22.4,23.3,23.4,2.9,-0.8,-4.1,-0.7,6.5,-5.2,0.0,1.0,0.0,0.0,0.7375419383041761,0.040751801565783424,0.6128762228371898,0.9859771442276698,0
47.3,58.2,56.2,30.5,62.6,143.5,39.8,78.0,27.9,132.1,22.3,112.7,49.8,73.4,2.8,-4.2,0.2,5.3,1.6,6.5,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1
1.5,2.6,-1.3,-0.2,2.3,1.8,-1.1,-0.0,2.4,3.2,2.4,-0.6,1.9,2.5,-3.6,-4.0,3.1,-1.7,-1.2,-2.0,0.0,0.0,0.0,1.0,0.5459021263990771,0.5,0.5,0.5,0
